id,query,tipo,groundtruth,documento,ruta,pagina,chunks
124,¿Qué regla de seguridad se establece respecto al contacto con el sonotrodo durante el funcionamiento?,regla,No tocar el sonotrodo cuando estén activados los ultrasonidos. ¡Peligro de quemaduras! ,27.11.2014 ES Traducción de las instrucciones de funcionamiento Pistola de soldadura manual.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\5. Opcion Instrucciones de operacion Pistola de soldadura\27.11.2014 ES Traducción de las instrucciones de funcionamiento Pistola de soldadura manual.pdf,6,
125,¿Cuál es la tensión y frecuencia de alimentación eléctrica de la máquina de soldadura por ultrasonidos del proyecto 100_096_01 Cefa_ES?,factual,3x400V / N / PE / 10A / 50Hz ,100_096_01 Cefa_ES.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\6. Esquema de conexiones electricas\100_096_01 Cefa_ES.pdf,2,
126,¿Qué tipo de fusible principal se especifica para la protección del sistema en el proyecto 100_096_01 Cefa_ES?,factual,"Fusible principal: sistema de aseguramiento DIAZED, Categoría de uso gG ",100_096_01 Cefa_ES.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\6. Esquema de conexiones electricas\100_096_01 Cefa_ES.pdf,2,
127,¿Qué advertencia de seguridad se indica al desconectar el interruptor principal en el armario de distribución?,regla,Al desconectar el interruptor principal sigue habiento tensión ,100_096_01 Cefa_ES.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\6. Esquema de conexiones electricas\100_096_01 Cefa_ES.pdf,10,
128,¿Qué fuente de alimentación se utiliza para generar la tensión de 24V DC del sistema?,factual tabla,SIEMENS PSU300S 24V-10A 6EP1434-2BA10 OUTPUT DC24V / 10A ,100_096_01 Cefa_ES.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\6. Esquema de conexiones electricas\100_096_01 Cefa_ES.pdf,19,
129,¿Qué colores de manguera indican la posición de trabajo y la posición inicial en el sistema neumático de la EcoFlex iSonic?,factual tabla,azul Posición de trabajo ; rojo Posición inicial ,900_165_31_es.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\7. Esquema neumatico\900_165_31_es.pdf,1,
130,¿Qué fabricante suministra el cilindro de carrera 300 mm utilizado en la mesa móvil de la EcoFlex iSonic?,factual,Cilindro Ø32; Carrera 300 Festo DNC-32-300-PPV-A ,900_165_31_es.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\7. Esquema neumatico\900_165_31_es.pdf,3,
131,¿Qué procedimiento de advertencia se indica respecto a las líneas neumáticas en la EcoFlex iSonic?,regla,¡ATENCIÓN! Línea está bajo presión ,900_165_31_es.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\7. Esquema neumatico\900_165_31_es.pdf,3,
132,¿Qué tipo de válvula se utiliza para la refrigeración de los sonotrodos en la EcoFlex iSonic?,factual tabla,3/2-Válvula de vías Festo CPE18-M1H-3GL-1/4 ,900_165_31_es.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\7. Esquema neumatico\900_165_31_es.pdf,6,
133,¿Cuál es el tiempo máximo de trabajo configurado en los parámetros de la máquina del proyecto Steering Column Mercedes VAN EA?,factual,"Tiempo máximo de trabajo: 9,90 s ",FB0010.01 Parámetros de máquina_Parámetros adicionales.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\8. Parametros\FB0010.01 Parámetros de máquina_Parámetros adicionales.pdf,1,
134,¿Qué tiempo de llenado del sistema de presión de aire se establece en los parámetros de máquina?,factual tabla,"Sistema presión de aire: Tiempo de llenado 60,00 s ",FB0010.01 Parámetros de máquina_Parámetros adicionales.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\8. Parametros\FB0010.01 Parámetros de máquina_Parámetros adicionales.pdf,1,
135,¿Qué valor de presión se establece para el pisador 1 en los parámetros de máquina?,factual tabla,"Presión de pisador 1: 4,00 bar ",FB0010.01 Parámetros de máquina_Parámetros adicionales.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\8. Parametros\FB0010.01 Parámetros de máquina_Parámetros adicionales.pdf,2,
136,¿Qué tiempo de parada 1 se define en los parámetros adicionales de la máquina?,factual tabla,"Tiempo de parada 1: 3,00 s ",FB0010.01 Parámetros de máquina_Parámetros adicionales.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\8. Parametros\FB0010.01 Parámetros de máquina_Parámetros adicionales.pdf,1,
137,¿Qué valor de profundidad nominal se establece para la unidad VE 01 en los parámetros de soldadura del producto Steering Column Mercedes VAN EA?,factual tabla,"Profundidad: valor nominal mm 42,65 ",Parametros de soldadura.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\8. Parametros\Parametros de soldadura.pdf,1,
138,¿Qué valor de amplitud se configura en los parámetros de soldadura de las unidades iniciales del producto Steering Column Mercedes VAN EA?,factual tabla,"Amplitud % 100,00 ",Parametros de soldadura.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\8. Parametros\Parametros de soldadura.pdf,1,
139,¿Qué presión inicial se define en los parámetros de soldadura del producto Steering Column Mercedes VAN EA?,factual tabla,"Presión inicial bar 2,00 ",Parametros de soldadura.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\8. Parametros\Parametros de soldadura.pdf,1,
140,¿Qué números de generador se indican en los parámetros de soldadura para las primeras unidades VE del producto Steering Column Mercedes VAN EA?,factual tabla,Número de generador 246323 232578 232948 251044 232575 246334 ,Parametros de soldadura.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\8. Parametros\Parametros de soldadura.pdf,1,
141,¿Qué instrumento de medición se utilizó para las mediciones eléctricas del sistema BR 449_IP_MTPE_250-32?,factual,Messgerät: Fluke 1654B ,1005328 07 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\01 Seguridad\1005328 07 DGUV.pdf,3,
142,¿Qué tensión se midió entre L2-L3 en la alimentación del interruptor principal de la BR 449_IP_MTPE_250-32?,factual tabla,L2-L3 400 ,1005328 07 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\01 Seguridad\1005328 07 DGUV.pdf,13,
143,¿Qué procedimiento de medición de aislamiento se aplica y qué tensión de prueba se utiliza en la BR 449_IP_MTPE_250-32?,procedimiento,"Prüfspannung 500V, Schutzklasse I – > 0,3MΩ (mit Heizelementen), Schutzklasse I – > 1MΩ (ohne Heizelementen), > 2MΩ (berührbare, leitfähige Teile ohne SL-Anschluss), Schutzklasse II >2,0MΩ ",1005328 07 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\01 Seguridad\1005328 07 DGUV.pdf,8,
144,¿Qué condición debe cumplirse para la medición del interruptor diferencial (RCD) en la BR 449_IP_MTPE_250-32?,regla,FI Messung Auslösezeit ~40ms Auslösestrom <30mA ,1005328 07 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\01 Seguridad\1005328 07 DGUV.pdf,12,
145,¿Qué advertencia general debe leerse antes de realizar tareas de mantenimiento en la BR 449_IP_MTPE_250-32?,regla,"¡Antes de llevar a cabo ninguna tarea de mantenimiento, lea atentamente los datos de los puntos de mantenimiento! ",1005328 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\03 Mantenimiento\1005328 01 Plan de mantenimiento.pdf,3,
146,¿Qué procedimiento debe seguirse para asegurar la instalación frente a la reconexión durante el mantenimiento de la BR 449_IP_MTPE_250-32?,procedimiento,Señalice y cierre la instalación antes de las tareas de reparación; coloque advertencia en el interruptor principal; interrumpa el circuito de seguridad; cierre y despresurice la conexión de aire comprimido. ,1005328 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\03 Mantenimiento\1005328 01 Plan de mantenimiento.pdf,5,
147,¿Cuál es el intervalo de mantenimiento para la comprobación de daños y suciedad general en la BR 449_IP_MTPE_250-32?,factual tabla,1 vez al día o después de 24 horas de servicio ,1005328 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\03 Mantenimiento\1005328 01 Plan de mantenimiento.pdf,9,
148,¿Qué acción debe realizarse si falla la protección contra caídas durante las comprobaciones?,regla,"¡Si en las comprobaciones falla la protección contra caídas, debe detenerse de inmediato la instalación! ",1005328 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\03 Mantenimiento\1005328 01 Plan de mantenimiento.pdf,14,
149,¿Cuál es el valor total del equipo indicado en la lista de repuestos de la BR 449_IP_MTPE_250-32?,factual,"Total Equipment value = 2.730.000,00 € ",1005328 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\04 Piezas de recambio\1005328 01 Lista de piezas de recambio.pdf,1,
150,¿Qué fabricante y referencia tiene el módulo de entrada analógica SIMATIC ET 200SP utilizado en la BR 449_IP_MTPE_250-32?,factual tabla,Analogue input module SIMATIC ET 200SP … Siemens 6ES7134-6JD00-0CA1 ,1005328 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\04 Piezas de recambio\1005328 01 Lista de piezas de recambio.pdf,2,
151,¿Qué precio tiene el router industrial LAN-to-LAN ICR-2701 SL v2i en los repuestos de la BR 449_IP_MTPE_250-32?,factual tabla,"LAN-to-LAN Router ICR-2701 SL v2i … 529,80 € ",1005328 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\04 Piezas de recambio\1005328 01 Lista de piezas de recambio.pdf,3,
152,¿Qué regla se establece sobre la validez de los precios en la lista de repuestos de la BR 449_IP_MTPE_250-32?,regla,Price validity: up to 3 months after issue ,1005328 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\04 Piezas de recambio\1005328 01 Lista de piezas de recambio.pdf,2,
153,¿Qué norma eléctrica principal se menciona para el cuadro eléctrico de la BR 449_IP_MTPE_250-32?,factual,Standard IEC 61439-2 ,1005328 01 Plano eléctrico.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\05 Eléctrico\1005328 01 Plano eléctrico.pdf,17,
154,¿Cuál es la tensión nominal y la frecuencia nominal del sistema eléctrico de la BR 449_IP_MTPE_250-32?,factual tabla,Rated voltage 400V ; Rated frequency 50Hz ,1005328 01 Plano eléctrico.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\05 Eléctrico\1005328 01 Plano eléctrico.pdf,17,
155,¿Qué color de cable se utiliza para el conductor de protección según las normas de cableado del sistema?,factual tabla,Protective wire: green-yellow (GNYE) ,1005328 01 Plano eléctrico.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\05 Eléctrico\1005328 01 Plano eléctrico.pdf,18,
156,¿Qué regla se establece sobre el dimensionado del cable de conexión del sistema?,regla,Cable dimensioning of the connecting cable must be carried out by the operator of the system. ,1005328 01 Plano eléctrico.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\05 Eléctrico\1005328 01 Plano eléctrico.pdf,17,
157,¿Cuál es el propósito del documento de capacitación relacionado con las instalaciones de 3CON?,factual,Diploma de capacitación para el uso de instalaciones + herramientas de 3CON ,1005328 01 Diploma de capacitación.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\06 Formación\1005328 01 Diploma de capacitación.pdf,1,
158,¿Qué procedimiento administrativo se indica para documentar la formación recibida en el diploma?,procedimiento,(Lugar/fecha) Nombre Firma Instructor Participante 1 Participante 2 Participante 3 Participante 4 Participante 5 Participante 6 Participante 7 Participante 8 Participante 9 Participante 10 ,1005328 01 Diploma de capacitación.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\06 Formación\1005328 01 Diploma de capacitación.pdf,1,
159,¿Qué temas de seguridad se incluyen en la formación según el diploma?,factual tabla,"Dispositivos de seguridad; Prueba SITEMA; Caja del pulsador incl. botón de PARADA DE EMERGENCIA; Pasos a seguir tras una PARADA DE EMERGENCIA, un fallo eléctrico o del aire comprimido ",1005328 01 Diploma de capacitación.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\06 Formación\1005328 01 Diploma de capacitación.pdf,1,
160,¿Qué requisito de documentación se establece tras completar la formación?,regla,"Deben registrarse lugar/fecha, nombre y firma del instructor y de los participantes. ",1005328 01 Diploma de capacitación.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\06 Formación\1005328 01 Diploma de capacitación.pdf,1,
161,¿Qué instrumento de medición se utilizó para las mediciones eléctricas del sistema BR 449_IP lower center cover+glove box_LHD_EDGE_TOOL_1+0_1+0?,factual,Messgerät: FLUKE 1654B ,1005803 04 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\01 Seguridad\1005803 04 DGUV.pdf,3,
162,¿Qué valor máximo permitido se establece para la medición de baja resistencia del conductor de protección?,regla,"Messwerte in OHM < 0,10 ",1005803 04 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\01 Seguridad\1005803 04 DGUV.pdf,3.4,
163,¿Qué tensión de prueba se utiliza en la medición de aislamiento del sistema?,factual,Prüfspannung 500V ,1005803 04 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\01 Seguridad\1005803 04 DGUV.pdf,5,
164,¿Qué instrumento se utilizó para la medición de la red Profinet del sistema?,factual tabla,Messgerät: WIREEXPERT 4500 ,1005803 04 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\01 Seguridad\1005803 04 DGUV.pdf,6,
165,¿Qué tipo de cable y fabricante del conector se utilizan en la red Profinet del sistema BR 449_IP lower center cover+glove box_LHD_EDGE_TOOL_1+0_1+0?,factual,Kabelbezeichnung: lapp etherline ; Steckername: siemens ,1005803 05 Profinet.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\01 Seguridad\1005803 05 Profinet.pdf,1,
166,¿Qué longitud y tiempo de propagación se registraron en la primera línea Profinet del sistema?,factual tabla,"Länge (m) 2,0 ; Laufzeit (ns) 10,0 ",1005803 05 Profinet.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\01 Seguridad\1005803 05 Profinet.pdf,1,
167,¿Qué estándar de cableado se utilizó en la red Profinet del sistema?,regla,Verdrahtung: T568B ,1005803 05 Profinet.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\01 Seguridad\1005803 05 Profinet.pdf,1,
168,¿Qué longitud y tiempo de propagación se registraron en la segunda línea Profinet del sistema?,factual tabla,"Länge (m) 2,1 ; Laufzeit (ns) 11,0 ",1005803 05 Profinet.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\01 Seguridad\1005803 05 Profinet.pdf,2,
169,¿Qué advertencia general debe cumplirse antes de realizar tareas de mantenimiento en la BR 449_IP lower center cover+glove box_LHD_EDGE_TOOL_1+0_1+0?,regla,"¡Antes de llevar a cabo ninguna tarea de mantenimiento, lea atentamente los datos de los puntos de mantenimiento!",1005803 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\03 Mantenimiento\1005803 01 Plan de mantenimiento.pdf,3,
170,¿Qué procedimiento debe seguirse para asegurar la instalación frente a la reconexión durante el mantenimiento?,procedimiento,Señalice y cierre la instalación antes de las tareas de reparación; coloque advertencia en el interruptor principal; interrumpa el circuito de seguridad; cierre y despresurice la conexión de aire comprimido.,1005803 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\03 Mantenimiento\1005803 01 Plan de mantenimiento.pdf,5,
171,¿Cuál es el intervalo de mantenimiento para la comprobación de daños y suciedad general?,factual tabla,1 vez al día o después de 24 horas de servicio,1005803 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\03 Mantenimiento\1005803 01 Plan de mantenimiento.pdf,9,
172,¿Qué acción debe realizarse si falla la protección contra caídas durante las comprobaciones?,regla,"¡Si en las comprobaciones falla la protección contra caídas, debe detenerse de inmediato la instalación!",1005803 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\03 Mantenimiento\1005803 01 Plan de mantenimiento.pdf,14,
173,¿Cuál es el valor total del equipo indicado en la lista de repuestos de la BR 449_IP lower center cover+glove box_LHD_EDGE_TOOL_1+0_1+0?,factual,"Total Equipment value = 2.730.000,00 € ",1005803 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\04 Piezas de recambio\1005803 01 Lista de piezas de recambio.pdf,1,
174,¿Qué fabricante y referencia tiene la CPU SIMATIC S7-1500F utilizada en la BR 449_IP lower center cover+glove box_LHD_EDGE_TOOL_1+0_1+0?,factual tabla,"Siemens 6ES7517-3FP00-0AB0 7.017,82 € ",1005803 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\04 Piezas de recambio\1005803 01 Lista de piezas de recambio.pdf,3,
175,¿Qué precio tiene el router industrial LAN-to-LAN ICR-2701 SL v2i en los repuestos de la BR 449_IP lower center cover+glove box_LHD_EDGE_TOOL_1+0_1+0?,factual tabla,"LAN-to-LAN Router ICR-2701 SL v2i … 529,80 € ",1005803 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\04 Piezas de recambio\1005803 01 Lista de piezas de recambio.pdf,3,
176,¿Qué regla se establece sobre la validez de los precios en la lista de repuestos?,regla,Price validity: up to 3 months after issue ,1005803 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\04 Piezas de recambio\1005803 01 Lista de piezas de recambio.pdf,2,
177,¿Qué estándar eléctrico principal se menciona para el sistema BR 449_IP lower center cover+glove box_LHD_EDGE_TOOL_1+0_1+0?,factual,Standard IEC 61439-2 ,1005803 01 Plano eléctrico.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\05 Eléctrico\1005803 01 Plano eléctrico.pdf,9,
178,¿Cuál es la tensión auxiliar utilizada en los circuitos auxiliares del sistema?,factual tabla,Vaux = 24VDC ,1005803 01 Plano eléctrico.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\05 Eléctrico\1005803 01 Plano eléctrico.pdf,9,
179,¿Qué color de cable se utiliza para el conductor de protección según las normas de cableado?,factual tabla,Protective wire green-yellow (GNYE) ,1005803 01 Plano eléctrico.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\05 Eléctrico\1005803 01 Plano eléctrico.pdf,10,
180,¿Qué regla se establece sobre el dimensionado del cable de conexión del sistema?,regla,Cable dimensioning of the connecting cable must be carried out by the operator of the system. ,1005803 01 Plano eléctrico.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\05 Eléctrico\1005803 01 Plano eléctrico.pdf,9,
181,¿Cuál es el propósito del diploma de capacitación relacionado con las instalaciones de 3CON?,factual,Diploma de capacitación para el uso de instalaciones + herramientas de 3CON ,1005803 01 Diploma de capacitación.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\06 Formación\1005803 01 Diploma de capacitación.pdf,1,
182,¿Qué procedimiento administrativo debe completarse tras la formación según el diploma?,procedimiento,(Lugar/fecha) Nombre Firma Instructor Participante 1 Participante 2 Participante 3 Participante 4 Participante 5 Participante 6 Participante 7 Participante 8 Participante 9 Participante 10 ,1005803 01 Diploma de capacitación.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\06 Formación\1005803 01 Diploma de capacitación.pdf,1,
183,¿Qué temas de seguridad se incluyen en la formación del diploma?,factual tabla,"Dispositivos de seguridad; Prueba SITEMA; Caja del pulsador incl. botón de PARADA DE EMERGENCIA; Pasos a seguir tras una PARADA DE EMERGENCIA, un fallo eléctrico o del aire comprimido ",1005803 01 Diploma de capacitación.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\06 Formación\1005803 01 Diploma de capacitación.pdf,1,
184,¿Qué requisito de documentación se establece tras completar la formación?,regla,"Deben registrarse lugar/fecha, nombre y firma del instructor y de los participantes. ",1005803 01 Diploma de capacitación.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\06 Formación\1005803 01 Diploma de capacitación.pdf,1,
185,¿Qué advertencia general debe leerse antes de realizar cualquier tarea de mantenimiento en la instalación del proyecto 1005811?,regla,"¡Antes de llevar a cabo ninguna tarea de mantenimiento, lea atentamente los datos de los puntos de mantenimiento! ",1005811 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\03 Mantenimiento\1005811 01 Plan de mantenimiento.pdf,3,
186,¿Qué procedimiento debe seguirse para asegurar la instalación frente a la reconexión durante el mantenimiento del proyecto 1005811?,procedimiento,Señalice y cierre la instalación; coloque advertencia en el interruptor principal; interrumpa el circuito de seguridad; cierre y despresurice la conexión de aire comprimido. ,1005811 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\03 Mantenimiento\1005811 01 Plan de mantenimiento.pdf,5,
187,¿Cuál es el intervalo de mantenimiento para comprobar si las uniones atornilladas presentan aflojamiento o daños en el proyecto 1005811?,factual tabla,1 vez a la semana o después de 160 horas de servicio ,1005811 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\03 Mantenimiento\1005811 01 Plan de mantenimiento.pdf,9,
188,¿Qué par de apriete corresponde a un tornillo M16 en el proyecto 1005811?,factual tabla,M16 = 195 Nm ,1005811 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\03 Mantenimiento\1005811 01 Plan de mantenimiento.pdf,10,
189,¿Cuál es el valor total del equipo indicado en la lista de repuestos del proyecto 1005811?,factual,"Total Equipment value = 2.730.000,00 € ",1005811 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\04 Piezas de recambio\1005811 01 Lista de piezas de recambio.pdf,1,
190,¿Qué fabricante suministra el módulo de entrada analógica SIMATIC ET 200SP (6ES7134-6JD00-0CA1) del proyecto 1005811?,factual tabla,Siemens 6ES7134-6JD00-0CA1 ,1005811 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\04 Piezas de recambio\1005811 01 Lista de piezas de recambio.pdf,2,
